,Price
2014-01-25,0.048554282596835696
2014-01-26,0.04786680541103028
2014-01-27,-0.06305858987090363
2014-01-28,-0.0114467408585055
2014-01-29,-0.007505092741503128
2014-01-30,0.016960138273738767
2014-01-31,-0.002761844062035279
2014-02-01,0.001704303365999138
2014-02-02,0.013717566992768937
2014-02-03,-0.022658134899821603
2014-02-04,-0.005473864977997178
2014-02-05,-0.023850636736455932
2014-02-06,-0.08358208955223878
2014-02-07,-0.1606948968512486
2014-02-08,-0.06741411527957464
2014-02-09,0.016646115906288728
2014-02-10,-0.11673741661613102
2014-02-11,-0.006179196704428458
2014-02-12,-0.08272884283246973
2014-02-13,-0.15006590096027117
2014-02-14,-0.05250332299512628
2014-02-15,-0.13233574935702586
2014-02-16,-0.19213150094314202
2014-02-17,-0.09172781854569712
2014-02-18,0.07969151670951158
2014-02-19,-0.11054421768707479
2014-02-20,-0.5720841300191204
2014-02-21,-0.002680965147453196
2014-02-22,1.2903225806451615
2014-02-23,0.2136150234741785
2014-02-24,-0.4390715667311412
2014-02-25,-0.2195402298850574
2014-02-26,3.367452135493372
2014-02-27,0.005732591468555093
2014-02-28,-0.037887678122380586
2014-03-01,-0.028750653423941452
2014-03-02,-0.022963760315751647
2014-03-03,0.21593830334190245
2014-03-04,-0.0006040471156751881
2014-03-05,-0.005288606829857989
2014-03-06,-0.015190642564180457
2014-03-07,-0.04874286595711852
2014-03-08,-0.012161504783525179
2014-03-09,0.02921864740643465
2014-03-10,-0.022328548644338087
2014-03-11,-0.007014681892332675
2014-03-12,0.017578445868243753
2014-03-13,0.009041007426541903
2014-03-14,-0.01759999999999995
2014-03-15,0.016286644951140072
2014-03-16,-0.007852564102564075
2014-03-17,-0.020513648845097765
2014-03-18,-0.012368073878627928
2014-03-19,-0.006511938554015662
2014-03-20,-0.04873949579831938
2014-03-21,-0.028975265017667784
2014-03-22,0.02674672489082952
2014-03-23,-0.023214602161970466
2014-03-24,0.029753265602322054
2014-03-25,-0.008280479210711844
2014-03-26,-0.0007106057914371133
2014-03-27,-0.18133333333333335
2014-03-28,0.0479913137893595
2014-03-29,-0.011396601740571888
2014-03-30,-0.06329909872144213
2014-03-31,-0.00492280152159319
2014-04-01,0.04227569147740051
2014-04-02,-0.08435814455231938
2014-04-03,0.02803958529688977
2014-04-04,0.01856520742608292
2014-04-05,0.027452745274527457
2014-04-06,-0.001971090670170872
2014-04-07,0.01470265525565062
2014-04-08,0.009083044982699073
2014-04-09,-0.019931418774110643
2014-04-10,-0.15897660179313355
2014-04-11,0.13130525221008837
2014-04-12,0.00574580556193971
2014-04-13,-0.022851919561243106
2014-04-14,0.11880261927034597
2014-04-15,0.10033444816053505
2014-04-16,0.02013677811550152
2014-04-17,-0.06517690875232773
2014-04-18,-0.03286852589641431
2014-04-19,0.04222451081359413
2014-04-20,-0.014822134387351804
2014-04-21,-0.006619859578736231
2014-04-22,-0.014741518578352153
2014-04-23,-0.0012297601967615757
2014-04-24,0.026677611327724282
2014-04-25,-0.07155706576054366
2014-04-26,-0.01420882669537138
